customerID,Churn,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,Contas_Diarias
7233-IOQNP,no,Month-to-month,No,Bank transfer (automatic),34.0,Female,0,Yes,No,43,No,No phone service,DSL,Yes,No,No,Yes,No,No,1.1333333333333333
7233-PAHHL,no,Two year,Yes,Mailed check,84.0,Male,0,Yes,Yes,66,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,2.8
7234-FECYN,yes,Month-to-month,No,Electronic check,101.35,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,3.378333333333333
7234-KMNRQ,no,Month-to-month,No,Mailed check,19.0,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6333333333333333
7235-NXZCP,yes,Month-to-month,Yes,Mailed check,74.85,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.4949999999999997
7239-HZZCX,yes,Month-to-month,No,Mailed check,19.75,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6583333333333333
7240-ETPTR,yes,Month-to-month,Yes,Electronic check,48.75,Female,0,Yes,No,9,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,1.625
7240-FQLHE,yes,Month-to-month,No,Bank transfer (automatic),99.75,Female,1,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,3.325
7241-AJHFS,no,Month-to-month,No,Bank transfer (automatic),87.65,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,2.921666666666667
7242-EDTYC,no,Two year,No,Bank transfer (automatic),19.55,Male,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6516666666666667
7242-QZLXF,yes,Month-to-month,Yes,Electronic check,25.3,Male,0,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,0.8433333333333334
7243-LCGGZ,no,Month-to-month,No,Mailed check,20.9,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6966666666666667
7244-KXYZN,no,One year,No,Credit card (automatic),20.45,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6816666666666666
7244-QWYHG,no,One year,Yes,Bank transfer (automatic),44.45,Male,0,Yes,No,50,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,1.4816666666666667
7245-JMTTQ,no,One year,Yes,Electronic check,111.5,Female,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,3.716666666666667
7245-NIIWQ,no,Month-to-month,Yes,Electronic check,69.85,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,2.328333333333333
7246-ZGQDF,no,Month-to-month,No,Electronic check,54.5,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,Yes,No,No,1.8166666666666667
7247-XOZPB,no,One year,No,Bank transfer (automatic),77.4,Male,0,Yes,No,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,2.58
7248-VZQLC,yes,Month-to-month,Yes,Bank transfer (automatic),85.2,Female,1,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,2.8400000000000003
7249-WBIYX,yes,Month-to-month,Yes,Electronic check,85.6,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,2.853333333333333
7250-EQKIY,yes,Month-to-month,No,Mailed check,50.45,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,1.6816666666666669
7251-LJBQN,no,One year,Yes,Credit card (automatic),103.75,Female,1,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,3.4583333333333335
7251-XFOIL,no,Month-to-month,No,Mailed check,89.2,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,2.9733333333333336
7252-NTGSS,no,Month-to-month,No,Mailed check,45.15,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,1.505
7253-UVNDW,yes,Two year,No,Credit card (automatic),54.35,Female,0,No,No,46,Yes,No,DSL,No,No,Yes,Yes,No,No,1.8116666666666668
7254-IQWOZ,yes,Month-to-month,Yes,Electronic check,69.65,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,2.3216666666666668
7255-SSFBC,no,Two year,Yes,Bank transfer (automatic),112.25,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,3.7416666666666667
7266-GSSJX,no,Month-to-month,Yes,Electronic check,20.45,Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6816666666666666
7267-FRMJW,no,Two year,No,Mailed check,20.1,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.67
7268-IGMFD,no,Month-to-month,No,Bank transfer (automatic),93.9,Male,1,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,3.1300000000000003
7268-WNTCP,no,Two year,No,Bank transfer (automatic),20.45,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6816666666666666
7269-JISCY,no,One year,No,Bank transfer (automatic),45.05,Female,0,No,No,55,Yes,No,DSL,No,No,No,No,No,No,1.5016666666666665
7270-BDIOA,yes,Month-to-month,Yes,Electronic check,90.0,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,3.0
7271-AJDTL,no,Month-to-month,Yes,Credit card (automatic),94.45,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,3.1483333333333334
7272-QDCKA,no,One year,No,Electronic check,100.2,Male,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,3.3400000000000003
7273-TEFQD,yes,Month-to-month,Yes,Electronic check,41.15,Male,1,No,No,3,No,No phone service,DSL,No,No,Yes,No,No,Yes,1.3716666666666666
7274-CGTOD,no,Two year,Yes,Bank transfer (automatic),43.7,Male,0,No,No,62,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,1.4566666666666668
7274-RTAPZ,yes,Month-to-month,Yes,Electronic check,90.55,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,3.018333333333333
7277-KAMWT,no,Two year,No,Credit card (automatic),20.0,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6666666666666666
7277-OZCGZ,no,Month-to-month,Yes,Electronic check,89.05,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,2.9683333333333333
7278-CKDNC,no,Month-to-month,Yes,Electronic check,80.5,Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,2.683333333333333
7278-VXADF,,Month-to-month,Yes,Credit card (automatic),85.05,Male,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,2.835
7279-BUYWN,yes,Month-to-month,Yes,Electronic check,113.2,Female,1,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,3.7733333333333334
7279-NMVJC,no,One year,No,Bank transfer (automatic),19.9,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6633333333333333
7284-BUYEC,no,Month-to-month,Yes,Credit card (automatic),50.95,Female,0,No,No,5,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,1.6983333333333335
7284-ZZLOH,no,Two year,No,Credit card (automatic),53.3,Male,0,Yes,No,45,Yes,No,DSL,Yes,No,Yes,No,No,No,1.7766666666666666
7285-KLOTR,no,One year,No,Electronic check,78.85,Female,0,Yes,No,12,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,2.628333333333333
7291-CDTMJ,no,Month-to-month,Yes,Bank transfer (automatic),19.65,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6549999999999999
7293-LSCDV,no,Two year,Yes,Credit card (automatic),19.25,Female,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6416666666666667
7294-TMAOP,yes,Month-to-month,No,Electronic check,90.55,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,3.018333333333333
7295-EXSMO,,Month-to-month,No,Mailed check,75.05,Female,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,2.5016666666666665
7295-JOMMD,yes,Month-to-month,Yes,Bank transfer (automatic),98.1,Female,0,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,3.27
7296-PIXQY,no,Month-to-month,No,Electronic check,70.2,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,No,2.3400000000000003
7297-DVYGA,no,One year,Yes,Bank transfer (automatic),19.85,Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6616666666666667
7298-IZWLY,no,Month-to-month,Yes,Mailed check,19.4,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6466666666666666
7299-GNVPL,no,Month-to-month,No,Mailed check,84.4,Female,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,2.8133333333333335
7301-ABVAD,no,Two year,No,Bank transfer (automatic),86.6,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,2.8866666666666663
7302-ZHMHP,no,Month-to-month,No,Mailed check,19.15,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6383333333333333
7305-PAPOZ,,Month-to-month,Yes,Electronic check,84.85,Female,1,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,2.828333333333333
7305-ZWMAJ,no,One year,No,Credit card (automatic),20.7,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.69
7306-YDSOI,no,Two year,Yes,Bank transfer (automatic),59.75,Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,No,No,No,1.9916666666666667
7310-EGVHZ,no,Month-to-month,No,Bank transfer (automatic),20.2,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6733333333333333
7311-MQJCH,no,One year,No,Electronic check,19.55,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6516666666666667
7312-XSBAT,no,Month-to-month,No,Electronic check,49.75,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,1.6583333333333334
7314-OXENN,yes,Month-to-month,Yes,Electronic check,82.0,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,2.7333333333333334
7315-WYOAW,no,Month-to-month,No,Electronic check,100.75,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,3.3583333333333334
7317-GGVPB,yes,Two year,Yes,Credit card (automatic),108.6,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,3.6199999999999997
7318-EIVKO,no,Month-to-month,Yes,Electronic check,59.25,Male,0,No,No,8,Yes,Yes,DSL,No,No,No,No,Yes,No,1.975
7319-VENRZ,no,Month-to-month,No,Bank transfer (automatic),64.3,Male,0,No,No,7,Yes,No,DSL,No,No,Yes,Yes,Yes,No,2.143333333333333
7319-ZNRTR,no,One year,No,Electronic check,19.6,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6533333333333334
7321-KKSDU,no,Two year,No,Mailed check,20.5,Male,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6833333333333333
7321-PKUYW,yes,Month-to-month,No,Electronic check,90.15,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,3.0050000000000003
7321-VGNKU,no,Month-to-month,Yes,Electronic check,70.35,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,2.3449999999999998
7321-ZNSLA,no,Two year,No,Mailed check,40.55,Male,0,Yes,Yes,13,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,1.3516666666666666
7322-OCWHC,no,Two year,Yes,Bank transfer (automatic),93.05,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,3.1016666666666666
7325-ENZFI,no,One year,Yes,Bank transfer (automatic),40.3,Female,0,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,1.3433333333333333
7326-RIGQZ,no,Month-to-month,Yes,Electronic check,69.8,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,No,2.3266666666666667
7328-OWMOM,no,One year,No,Credit card (automatic),20.1,Female,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.67
7328-ZJAJO,no,Two year,No,Credit card (automatic),19.5,Female,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.65
7330-WZLNC,yes,Month-to-month,Yes,Electronic check,90.8,Female,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,3.0266666666666664
7336-RLLRH,no,One year,No,Mailed check,80.85,Male,0,Yes,No,27,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,2.695
7337-CINUD,no,Two year,No,Bank transfer (automatic),19.5,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.65
7338-ERIVA,no,One year,No,Bank transfer (automatic),45.05,Male,0,No,Yes,39,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,1.5016666666666665
7339-POGZN,no,Month-to-month,No,Electronic check,50.7,Female,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,1.6900000000000002
7340-EBEMV,,Month-to-month,Yes,Bank transfer (automatic),80.15,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,2.671666666666667
7340-KEFQE,no,Two year,No,Bank transfer (automatic),34.2,Female,0,Yes,Yes,51,No,No phone service,DSL,Yes,No,No,Yes,No,No,1.1400000000000001
7341-LXCAF,yes,Month-to-month,Yes,Electronic check,74.65,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.4883333333333337
7343-EOBEU,no,Month-to-month,Yes,Mailed check,23.6,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.7866666666666667
7346-MEDWM,no,Month-to-month,Yes,Electronic check,83.25,Female,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,2.775
7349-ALMUX,no,Two year,No,Bank transfer (automatic),65.6,Male,0,No,No,37,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,2.1866666666666665
7351-KYHQH,no,Month-to-month,Yes,Electronic check,64.95,Female,1,No,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,2.165
7351-MHQVU,no,Month-to-month,No,Credit card (automatic),50.95,Female,0,No,No,6,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,1.6983333333333335
7353-YOWFP,no,One year,No,Mailed check,20.25,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.675
7354-OIJLX,no,Month-to-month,Yes,Electronic check,75.85,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.5283333333333333
7356-AYNJP,no,One year,No,Electronic check,23.9,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.7966666666666666
7356-IWLFW,no,Month-to-month,Yes,Bank transfer (automatic),80.0,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,2.6666666666666665
7359-PTSXY,yes,Month-to-month,No,Electronic check,45.75,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,1.525
7359-SSBJK,yes,Two year,Yes,Credit card (automatic),70.2,Female,1,No,No,64,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,2.3400000000000003
7359-WWYJV,no,Two year,No,Credit card (automatic),114.45,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3.815
7361-YPXFS,no,Month-to-month,No,Bank transfer (automatic),64.45,Female,1,No,No,28,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,2.1483333333333334
7363-QTBIW,no,Month-to-month,Yes,Electronic check,79.75,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,2.658333333333333
7365-BVCJH,no,Month-to-month,Yes,Electronic check,24.4,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,0.8133333333333332
7369-TRPFD,no,One year,No,Mailed check,18.8,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6266666666666667
7372-IVBIM,,Month-to-month,No,Credit card (automatic),61.45,Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,No,Yes,2.0483333333333333
7375-WMVMT,no,Two year,Yes,Credit card (automatic),95.5,Male,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,3.183333333333333
7377-DMMRI,yes,Month-to-month,Yes,Electronic check,47.8,Male,0,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,1.5933333333333333
7379-FNIUJ,no,Month-to-month,No,Electronic check,100.2,Male,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,3.3400000000000003
7379-POKDZ,yes,Month-to-month,Yes,Electronic check,70.3,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,2.3433333333333333
7382-DFJTU,no,Month-to-month,No,Credit card (automatic),55.2,Male,0,No,No,18,Yes,No,DSL,No,No,Yes,Yes,No,No,1.84
7384-GHBPI,yes,Month-to-month,Yes,Electronic check,35.15,Male,0,Yes,No,3,No,No phone service,DSL,No,No,No,No,No,Yes,1.1716666666666666
7389-KBFIT,no,Month-to-month,Yes,Mailed check,30.25,Female,0,Yes,Yes,2,No,No phone service,DSL,No,Yes,No,No,No,No,1.0083333333333333
7392-YYPYJ,no,Month-to-month,Yes,Electronic check,100.65,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,3.355
7394-FKDNK,yes,Month-to-month,No,Electronic check,89.45,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,2.981666666666667
7394-LWLYN,no,Month-to-month,Yes,Electronic check,70.15,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,2.3383333333333334
7395-IGJOS,yes,Month-to-month,No,Bank transfer (automatic),81.5,Male,1,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,2.716666666666667
7395-XWZOY,no,Month-to-month,Yes,Credit card (automatic),55.0,Male,0,No,No,20,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,1.8333333333333333
7396-VJUZB,no,Month-to-month,No,Mailed check,45.25,Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,1.5083333333333333
7398-HPYZQ,no,Two year,No,Bank transfer (automatic),90.55,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,3.018333333333333
7398-LXGYX,no,Month-to-month,Yes,Credit card (automatic),84.8,Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,2.8266666666666667
7398-SKNQZ,no,Month-to-month,No,Electronic check,94.9,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3.1633333333333336
7399-QHBJS,no,Two year,No,Credit card (automatic),66.75,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,2.225
7401-JIXNM,no,Two year,No,Credit card (automatic),91.3,Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,3.0433333333333334
7401-RUBNK,no,Month-to-month,No,Electronic check,74.8,Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,2.493333333333333
7402-EYFXX,no,Month-to-month,Yes,Electronic check,93.6,Male,1,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3.1199999999999997
7402-PWYJJ,no,One year,Yes,Electronic check,91.15,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,3.0383333333333336
7404-JLKQG,no,Month-to-month,No,Electronic check,57.55,Female,0,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,No,1.9183333333333332
7407-SUJIZ,no,Month-to-month,No,Mailed check,20.6,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6866666666666668
7408-OFWXJ,no,Two year,No,Credit card (automatic),89.8,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2.993333333333333
7409-JURKQ,no,One year,Yes,Bank transfer (automatic),111.8,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,3.7266666666666666
7409-KIUTL,yes,Month-to-month,Yes,Electronic check,71.0,Female,1,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,2.3666666666666667
7410-KTVFV,yes,Month-to-month,Yes,Mailed check,49.55,Male,0,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,1.6516666666666666
7410-OIEDU,no,Month-to-month,Yes,Mailed check,79.85,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,2.6616666666666666
7410-YTJIK,yes,Month-to-month,No,Mailed check,75.45,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.515
7416-CKTEP,no,Two year,Yes,Bank transfer (automatic),19.6,Female,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6533333333333334
7421-ZLUPA,no,Month-to-month,Yes,Mailed check,29.25,Female,0,No,No,8,No,No phone service,DSL,No,Yes,No,No,No,No,0.975
7422-WNBTY,no,Month-to-month,Yes,Electronic check,93.35,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,3.1116666666666664
7426-GSWPO,no,Month-to-month,Yes,Bank transfer (automatic),103.5,Male,1,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,3.45
7426-RHZGU,no,Month-to-month,Yes,Bank transfer (automatic),95.9,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,3.1966666666666668
7426-WEIJX,no,Month-to-month,Yes,Electronic check,80.95,Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,2.6983333333333333
7427-AUFPY,no,Two year,No,Credit card (automatic),19.65,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6549999999999999
7432-FFVAR,no,One year,No,Bank transfer (automatic),90.95,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,3.0316666666666667
7432-XWSQO,,Two year,No,Electronic check,90.1,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,3.003333333333333
7434-SHXLS,yes,Month-to-month,No,Mailed check,20.9,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6966666666666667
7435-ZNUYY,no,One year,No,Mailed check,20.6,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6866666666666668
7439-DKZTW,no,Month-to-month,Yes,Electronic check,80.55,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,2.685
7442-YGZFK,no,Month-to-month,Yes,Credit card (automatic),49.8,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,1.66
7445-WMRBW,no,One year,Yes,Bank transfer (automatic),73.85,Female,0,No,No,48,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,2.4616666666666664
7446-KQISO,no,Two year,Yes,Bank transfer (automatic),109.75,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,3.658333333333333
7446-SFAOA,no,One year,Yes,Bank transfer (automatic),19.85,Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6616666666666667
7446-YPODE,no,Month-to-month,No,Bank transfer (automatic),60.25,Male,1,No,No,11,Yes,Yes,DSL,Yes,Yes,No,No,No,No,2.0083333333333333
7449-HVPIV,no,Month-to-month,Yes,Credit card (automatic),90.4,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,3.0133333333333336
7450-NWRTR,yes,Month-to-month,Yes,Electronic check,99.45,Male,1,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,3.315
7452-FOLON,no,One year,No,Bank transfer (automatic),25.45,Male,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8483333333333333
7455-SDALK,,Month-to-month,Yes,Electronic check,70.75,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,No,No,2.3583333333333334
7459-IMVYU,no,Month-to-month,No,Electronic check,69.95,Male,0,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,2.3316666666666666
7459-RRWQZ,yes,Month-to-month,Yes,Bank transfer (automatic),64.65,Female,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,Yes,2.1550000000000002
7460-ITWWP,no,Month-to-month,Yes,Electronic check,86.1,Female,1,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,2.8699999999999997
7463-IFMQU,no,Two year,No,Bank transfer (automatic),20.05,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6683333333333333
7465-ZZRVX,no,Month-to-month,Yes,Electronic check,70.35,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,2.3449999999999998
7469-LKBCI,no,Two year,No,Credit card (automatic),18.95,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6316666666666666
7470-DYNOE,no,One year,Yes,Electronic check,61.1,Male,0,No,No,53,Yes,No,DSL,No,No,Yes,No,No,Yes,2.0366666666666666
7470-MCQTK,yes,Month-to-month,Yes,Bank transfer (automatic),48.75,Female,0,Yes,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,1.625
7471-MQPOS,no,One year,Yes,Bank transfer (automatic),72.9,Male,1,Yes,Yes,71,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,2.43
7471-WNSUF,no,One year,No,Bank transfer (automatic),24.15,Male,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8049999999999999
7472-EQOAV,no,One year,Yes,Bank transfer (automatic),86.7,Male,1,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,2.89
